"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2012M02","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.9",""
"2012M02","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2012M02","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2012M02","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2012M02","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2012M02","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.1",""
"2012M02","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","22.1",""
"2012M02","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","23.6",""
"2012M02","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"2012M02","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.8",""
"2012M02","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.0",""
"2012M02","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.1",""
"2012M02","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.6",""
"2012M02","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.1",""
"2012M02","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2012M02","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.4",""
"2012M02","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2012M02","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2012M02","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.5",""
"2012M02","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8",""
"2012M02","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.6",""
"2012M02","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2012M02","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2012M02","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.7",""
"2012M02","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2012M02","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2012M02","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2012M02","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2012M02","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"2012M02","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.7",""
"2012M02","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.3",""
"2012M02","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.5",""
"2012M03","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2012M03","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.1",""
"2012M03","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.0",""
"2012M03","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2012M03","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.7",""
"2012M03","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2012M03","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2012M03","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.0",""
"2012M03","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","22.7",""
"2012M03","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","23.9",""
"2012M03","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2012M03","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.0",""
"2012M03","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2012M03","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2012M03","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.9",""
"2012M03","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.0",""
"2012M03","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2012M03","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.3",""
"2012M03","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2012M03","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2012M03","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.6",""
"2012M03","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8",""
"2012M03","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.1",""
"2012M03","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2012M03","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2012M03","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.7",""
"2012M03","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2012M03","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2012M03","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2012M03","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2012M03","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.0",""
"2012M03","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.6",""
"2012M03","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2012M03","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.5",""
"2012M04","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2012M04","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2012M04","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.2",""
"2012M04","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2012M04","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2012M04","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2012M04","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.1",""
"2012M04","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.8",""
"2012M04","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","23.5",""
"2012M04","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","24.2",""
"2012M04","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2012M04","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.2",""
"2012M04","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2012M04","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.1",""
"2012M04","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.5",""
"2012M04","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.7",""
"2012M04","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2012M04","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.2",""
"2012M04","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2012M04","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2012M04","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2012M04","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.9",""
"2012M04","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.4",""
"2012M04","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2012M04","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2012M04","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.8",""
"2012M04","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.7",""
"2012M04","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2012M04","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.0",""
"2012M04","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2012M04","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.0",""
"2012M04","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2012M04","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2012M04","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.5",""
"2012M05","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.4",""
"2012M05","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2012M05","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.2",""
"2012M05","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2012M05","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2012M05","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2012M05","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.2",""
"2012M05","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.7",""
"2012M05","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","24.1",""
"2012M05","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","24.7",""
"2012M05","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2012M05","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.3",""
"2012M05","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.4",""
"2012M05","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.6",""
"2012M05","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.5",""
"2012M05","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.5",""
"2012M05","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2012M05","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.1",""
"2012M05","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2012M05","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2012M05","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2012M05","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.0",""
"2012M05","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.5",""
"2012M05","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2012M05","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2012M05","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.8",""
"2012M05","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.7",""
"2012M05","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2012M05","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2012M05","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"2012M05","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.2",""
"2012M05","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2012M05","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2012M05","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2012M06","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2012M06","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2012M06","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.3",""
"2012M06","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2012M06","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2012M06","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2012M06","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2012M06","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.7",""
"2012M06","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","24.9",""
"2012M06","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","24.8",""
"2012M06","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2012M06","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.5",""
"2012M06","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2012M06","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.8",""
"2012M06","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.7",""
"2012M06","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.3",""
"2012M06","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2012M06","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.9",""
"2012M06","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2012M06","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2012M06","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2012M06","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.1",""
"2012M06","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.5",""
"2012M06","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2012M06","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.8",""
"2012M06","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.9",""
"2012M06","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2012M06","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2012M06","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2012M06","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"2012M06","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.2",""
"2012M06","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2012M06","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2012M06","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2012M07","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2012M07","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2012M07","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.4",""
"2012M07","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2012M07","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2012M07","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2012M07","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2012M07","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.8",""
"2012M07","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.3",""
"2012M07","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.1",""
"2012M07","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8",""
"2012M07","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.9",""
"2012M07","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2012M07","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.6",""
"2012M07","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.5",""
"2012M07","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.1",""
"2012M07","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2012M07","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.8",""
"2012M07","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2012M07","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2012M07","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2012M07","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.2",""
"2012M07","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.7",""
"2012M07","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2012M07","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.4",""
"2012M07","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.0",""
"2012M07","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2012M07","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.0",""
"2012M07","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2012M07","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0",""
"2012M07","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"2012M07","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2012M07","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2012M07","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2012M08","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2012M08","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2012M08","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.3",""
"2012M08","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2012M08","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2012M08","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"2012M08","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.9",""
"2012M08","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.8",""
"2012M08","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.7",""
"2012M08","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.3",""
"2012M08","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8",""
"2012M08","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.1",""
"2012M08","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2012M08","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.4",""
"2012M08","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.8",""
"2012M08","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.1",""
"2012M08","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2012M08","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2012M08","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2012M08","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2012M08","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2012M08","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2012M08","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.2",""
"2012M08","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2012M08","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2012M08","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.0",""
"2012M08","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2012M08","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2012M08","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2012M08","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2012M08","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"2012M08","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.3",""
"2012M08","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2012M08","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2012M09","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2012M09","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.7",""
"2012M09","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.3",""
"2012M09","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2012M09","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2012M09","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"2012M09","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.3",""
"2012M09","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.7",""
"2012M09","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","26.1",""
"2012M09","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.5",""
"2012M09","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.9",""
"2012M09","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.3",""
"2012M09","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.9",""
"2012M09","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.7",""
"2012M09","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.8",""
"2012M09","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.1",""
"2012M09","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2012M09","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2012M09","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2012M09","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0",""
"2012M09","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2012M09","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2012M09","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.2",""
"2012M09","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2012M09","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2012M09","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.9",""
"2012M09","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2012M09","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2012M09","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
